source,language_code,language_name,transcript,duration_sec,speaker_id,split,sample_id
fleurs,asm,Assamese,যিবোৰ বিমান পৰিবহন প্ৰতিষ্ঠানে এইবোৰ নিবেদন কৰে সাঙুৰি লয় air canada delta air lines lufthansa আমেৰিকা বা কানাডাৰ পৰা উৰা বিমানবোৰৰ বাবে আৰু westjet,15.36,996,train,fleurs_as_in_10
fleurs,asm,Assamese,শিখধৰ্ম হ'ল ভাৰত উপ-মহাদেশৰ এটা ধৰ্ম 15শ শতিকাত পঞ্জাৱ অঞ্চলত হিন্দু পৰম্পৰাৰ সাম্প্ৰদায়িক ভিন্নতাৰ পৰা উৎপত্তি হৈছিল,12.6,486,train,fleurs_as_in_11
fleurs,asm,Assamese,আজিকালিৰ বেলজিয়াম অংশটো অতীতত লুক্সেমবাৰ্গৰ অংশ আছিল কিন্তু 1830 চনৰ বেলজিয়ান সকলে কৰা বিপ্লৱৰ পাছৰ পৰা বেলজিয়ান হৈছি্ল,15.6,434,train,fleurs_as_in_12
fleurs,asm,Assamese,কেয়াৰটেকাৰ প্ৰধান মন্ত্ৰী জুলিয়া গিলাৰ্দয়ে ২০১০ চনৰ ফেডাৰেল নিৰ্বাচনৰ প্ৰচাৰৰ সময়ছোৱাত দাবী কৰিছিল যে তেওঁ বিশ্বাস কৰিছিল যে অষ্ট্ৰেলীয়া ৰাণী এলিজাবেথৰ শাসনৰ শেষত এখন গণতান্ত্ৰিক হ'ব লাগিব৷,21.0,1499,train,fleurs_as_in_13
fleurs,asm,Assamese,প্ৰথমতে লাইটৰ সজুলিটোৰ ছুইছটো বন্ধ কৰিব লাগিব বা বৈদ্যুতিক তাঁৰডালৰ সংযোগ বিছিন্ন কৰি ল'ব লাগিব,11.88,365,train,fleurs_as_in_14
fleurs,asm,Assamese,সংক্ৰমিত ৰোগে অথবা হিংস্ৰ জন্তুৱে শক্তি প্ৰয়োগ কৰি মানুহক আঘাতপ্ৰাপ্ত অথবা হত্যা কৰিব পাৰে সচৰাচৰ নিগনিৰ দৰে বাচিব নোৱাৰে,12.96,1355,train,fleurs_as_in_15
fleurs,asm,Assamese,বৈজ্ঞানিকসকলে চন্দ্ৰপৃষ্ঠত সিঁচৰতি হৈ থকা ভূপৃষ্ঠৰ আবিষ্কাৰ কৰিছে যাক লোৱেট স্কাৰপছ বুলি কোৱা হয় যিতো চন্দ্ৰই খুৱ মন্থৰভাৱে আকাৰত সৰু হৈ যাই থকাৰ বাবে হৈছে,14.16,228,train,fleurs_as_in_16
fleurs,asm,Assamese,"""প্ৰায় ৬০টা বেয়া হোৱা আইপʼদৰ ঘটনাত অতিৰিক্ত উষ্ণতা নথিভুক্ত কৰা হৈছে ফলস্বৰূপে মুঠ ৬ টা জ্বলি উঠিছিল আৰু ৪ জনক সামান্য পৰিমাণে পুৰিছিল।""""",13.08,1379,train,fleurs_as_in_17
fleurs,asm,Assamese,কিছুমান দেশত নাইবা ষ্ট'ৰসমূহত অতিকমেও 1 খন অন-ছাইট ৰেষ্টুৰেন্ট আছে যি প্ৰায়েই সামৰ্থযোগ্য মূ্ল্যসমূহৰ সৈতে এক অনানুষ্ঠানিক 1ও হয়৷,16.74,794,train,fleurs_as_in_18
fleurs,asm,Assamese,এইবোৰ যাত্ৰীজনৰ বাবে ডাঙৰ বিপদ হ'ব যদিহে তেওঁ নিজৰ মূল্যবান শক্তি আৰু বাচি থকা পানী খৰচ কৰি মৰিচিকা খেদি ফুৰে,10.08,980,train,fleurs_as_in_19
fleurs,asm,Assamese,ড. লীয়ে লগতে তুৰ্কীৰ শিশুবোৰ বৰ্তমান অসুস্থ নোহোৱাকৈ ah5n1 এভিয়ান ইনফ্লুৱেঞ্জা ভাইৰাছৰ দ্বাৰা আক্ৰান্ত হোৱাক লৈ চিন্তা ব্যক্ত কৰে।,16.8,272,train,fleurs_as_in_20
fleurs,asm,Assamese,পৃথিৱীৰ বহু অঞ্চলত নমস্কাৰ বুজাবলৈ হাত জোকৰাটো এটা বন্ধুত্বসুলভ ভঙ্গীমা,7.8,974,train,fleurs_as_in_21
fleurs,asm,Assamese,ইয়াৰ অৰ্থ হৈছে আমি আন মানুহে কি উপলব্ধি কৰে অভিপ্ৰায় কৰে বিশ্বাস কৰে জানে বা প্ৰত্যাশা কৰে সেয়া সফলতাৰে পূৰ্বানুমান কৰিবলৈ সক্ষম হৈছোঁ,16.56,631,train,fleurs_as_in_22
fleurs,asm,Assamese,যদিও সৰু এইটোৱে ৰাজ্যপদৰ আগৰ হাৱাইৰ কিছুমান জ্যেষ্ঠ পৰিদৰ্শকক মনত পেলাই যেতিয়া কোনো ডাঙৰ পৰ্যটক হোটেল আৰু বেলেগ উন্নয়ন হোৱা নাছিল,10.92,743,train,fleurs_as_in_23
fleurs,asm,Assamese,"""ডাষ্টিন ""গুল্ডাষ্ট"" ৰাণেলে মন্তব্য কৰিছিল যে ""লুনা মোৰ দৰেই আচহুৱ আছিল... আনকি মোতকৈ বেছিহে... তাইক ভাল পাওঁ আৰু তাইৰ অভাৱ অনুভৱ কৰোঁ...আশাকৰোঁ তাই অধিক ভাল ঠাইত আছে ""।""""",28.74,1482,train,fleurs_as_in_24
fleurs,asm,Assamese,যি কি নহওক নতুন প্ৰমাণবিলাকে এইটো সুচাই যে মৰিওৰি এটা মুখ্যঅঞ্চলৰ মাওৰীৰ দল আছিল যিয়ে নিউজিলেণ্ডৰ পৰা চাথম দ্বীপলৈ প্ৰব্ৰজন কৰিছিল আৰু নিজৰ বিশেষ শান্তিপূৰ্ণ সংস্কৃতিৰ নিৰ্মাণ কৰিছিল,22.56,616,train,fleurs_as_in_25
fleurs,asm,Assamese,কেফেনেট এল ছলে 1-দিনৰ পাছসমূহৰ বাবে us$30 নাইবা $10 ৰ এক মূল্যৰ বাবে এক আৰক্ষণ সেৱা আগবঢ়াই৷,19.08,739,train,fleurs_as_in_26
fleurs,asm,Assamese,এপ্ৰিলৰ বৰষুণৰ পিছত মাৰা নদী পাৰ হৈ আকৌ এবাৰ পশ্চিমেৰে উত্তৰত উভতি আহিল,8.1,450,train,fleurs_as_in_27
fleurs,asm,Assamese,টুতানখামুনৰ সৈতে পোত খাই থকা বেছিভাগ সমগ্ৰীয়ে ভালকৈ সংৰক্ষিত হৈ আছে য'ত আছে মূল্যবান ধাতু আৰু দুষ্প্ৰাপ্য পাথৰেৰে নিৰ্মিত হাজাৰ হাজাৰ কলাকৃতি,11.28,410,train,fleurs_as_in_28
fleurs,asm,Assamese,একেই সময়তে u-নাওঁসমূহ প্ৰধানকৈ ব্যৱহাৰ কৰি জাৰ্মান নেভীয়ে এই ট্ৰেফিকক বন্ধ কৰিবলৈ চেষ্টা কৰি আছিল৷,13.56,1451,train,fleurs_as_in_29
fleurs,asm,Assamese,তথাপি 1922 চনত এই সমাধিটোৰ আৱিষ্কাৰে তেওঁক এগৰাকী প্ৰসিদ্ধ ব্যক্তি বনাইছিল যদিও অতীতৰ বহুতো সমাধিত লুটপাট কৰা হৈছিল এই সমাধিটো বাস্তৱিকভাৱে নিৰ্বিঘ্নে এৰা হৈছিল,16.62,409,train,fleurs_as_in_30
fleurs,asm,Assamese,ইয়াত অন্তর্ভুক্ত হৈ আছে শাৰী পাতি অপেক্ষা কৰাৰ নিয়ম যিহেতু ড্রাগ শুঙি চোৱা কুকুৰবোৰক জাননী নিদিয়াকৈ যিকোনো সময়তে ব্যৱহাৰ কৰা হ'ব পাৰে,17.1,859,train,fleurs_as_in_31
fleurs,asm,Assamese,এটা গেছ কোম্পানীৰ কাৰ্যালয়ে ওচৰ-চুবুৰীয়াই গেছ নিৰ্গত হোৱাৰ কথা কোৱাত পৰিস্থিতিটোৰ প্ৰতিবেদন দাখিল কৰিছিল,10.8,210,train,fleurs_as_in_32
fleurs,asm,Assamese,প্ৰতি বছৰে অক্টোবৰলৈকে প্ৰায় 1.5 মিলিয়ন তৃণভোজী প্ৰাণীয়ে বৰষুণৰ বাবে উত্তৰৰ পৰ্বতৰ পৰা মাৰা নদী পাৰ হৈ দক্ষিণৰ সমতললৈ ভ্ৰমণ কৰে,13.32,449,train,fleurs_as_in_33
fleurs,asm,Assamese,কোষসমূহ হৈছে সকলো জীৱিত বস্তুৰ প্ৰাথমিক ইউনিট আৰু সকলো জীৱিত প্ৰাণী এটা নাইবা ততোধিক কোষেৰে গঠিত হয়,13.2,578,train,fleurs_as_in_34
fleurs,asm,Assamese,ঘৰটোৰ কিছুমান স্থানত সুৰাপানৰ সুবিধা আছে যি কি নহওক সুৰাপানৰ দ্বাৰা বিচাৰ শক্তি লোপ পায় সকলো ভাল জুৱাৰীয়ে সুৰাপান নকৰাৰ গুৰুত্ব জানে,8.64,1236,train,fleurs_as_in_35
fleurs,asm,Assamese,এলেকাটোত ভিন্ন প্ৰজাতিৰ জীৱ-জন্তু আৰু চৰাই দেখিবলৈ পোৱা যায়,11.16,1044,train,fleurs_as_in_36
fleurs,asm,Assamese,"কিছুমান শিল যিবোৰ পৃথিৱীত বহুত দুৰ্লভ সেইবোৰৰ প্ৰতিটোৰ দাম আমেৰিকাৰ মুদ্ৰা অনুসৰি 11,000 ডলাৰৰ পৰা 22,500 ডলাৰৰ ভিতৰত বিক্ৰী কৰা হয় যাৰ দাম সোণৰ দামৰ দহ গুণ বেছি হয়",16.98,157,train,fleurs_as_in_37
fleurs,asm,Assamese,মধ্যপ্ৰদেশ পুলিচে চুৰি হোৱা লেপটপ আৰু মোবাইল ফোনটো উদ্ধাৰ কৰিছিল,7.26,1226,train,fleurs_as_in_38
fleurs,asm,Assamese,"""কেৱল জন্তুবোৰৰ মগজু থাকে  যদিওবা সকলো জন্তুৰো নাথাকে; উদাহৰণস্বৰূপে জেলিফিছৰ মগজু নাথাকে।""""",11.4,594,train,fleurs_as_in_39
fleurs,asm,Assamese,"""তেওঁলোকেও এটা বিবৃতিত কৈছিল ""ক্ৰিউগৰাকীয়ে বৰ্তমান জাহাজখনক সুৰক্ষিতভাৱে এক্সট্ৰেক্ট কৰাৰ উত্তম পদ্ধতিটোক নিৰ্ণয় কৰিবলৈ কাম কৰি আছে৷""""",12.78,163,train,fleurs_as_in_40
fleurs,asm,Assamese,1976 চনৰ বাচনিৰ সময়ছোৱাত তেওঁ বিদেশী পলিচিৰ সম্পৰ্কত কাৰ্টাৰক উপদেশ দিছিল তাৰ পিছিত তেওঁ 1977ৰ পৰা 1981চনলৈকে  হেনৰি কিচংগাৰৰ পাছত ৰাষ্ট্ৰীয় সুৰক্ষা উপদেষ্টা nsa ৰূপে  সেৱা আগবঢ়াইছিল।,18.12,1150,train,fleurs_as_in_41
fleurs,asm,Assamese,স্থানীয় ভাষা কোৱা লোকৰ সংখ্যা অতি ওচৰ সম্পৰ্ক থকা উপভাষাৰ পৰিমানৰ আধাৰত ভিন্ন হ'ব পাৰে,9.12,418,train,fleurs_as_in_42
fleurs,asm,Assamese,পশ্চিমীয়া লোকসকলৰ কৰ্মসংস্কৃতিতকৈ জাপানৰ কৰ্মসংস্কৃতি বেছি শ্রেণীবদ্ধ আৰু উপচাৰিক,9.24,1132,train,fleurs_as_in_43
fleurs,asm,Assamese,য়াহু! আৰু মাইক্র’চ’ফ্টৰ যুটীয়া সেৱাৰ উপভোক্তাৰ সংখ্যাই aolৰ উপভোক্তাৰ সংখ্যাৰ প্রতি এক প্রতিদ্বন্দ্বিতাৰ সৃষ্টি কৰিব।,14.4,148,train,fleurs_as_in_44
fleurs,asm,Assamese,অৱশ্যে ফিলিপাইনৰ লোকসকলে অধিকতম লাভক দীৰ্ঘ শোষণ হিচাপে অভিহিত কৰে যাক আমেৰিকা যুক্তৰাষ্ট্ৰৰ সাম্ৰাজ্যবাদৰ মূল প্ৰাপ্তি হিচাপে ধৰা হয়,8.64,1140,train,fleurs_as_in_45
fleurs,asm,Assamese,কাৰেনিয়া ব্ৰেভিছৰ ৰঙা ৰঙে সচৰাচৰতকৈ বেছি আকৰ্ষণ কৰে এইটো এটা প্ৰাকৃতিকভাৱে উৎপন্ন হোৱা এককোষীয় সাগৰীয় প্ৰাণী,12.6,135,train,fleurs_as_in_46
fleurs,asm,Assamese,এইটো বিশেষকৈ বিদ্যালয় বাদ দিয়া সকলৰ মাজত জনপ্ৰিয় যিয়ে সিহঁতক বিশ্ববিদ্যালয়ৰ আগত এবছৰ চুটি লোৱাৰ অনুমতি দিয়ে আৰু সিহঁতৰ শিক্ষাৰ ওপৰত একো প্ৰভাৱ নপৰে,18.3,1254,train,fleurs_as_in_47
fleurs,asm,Assamese,কিছু শতাব্দীত ৰোমান সাম্ৰাজ্যই চিকিৎসাৰ ক্ষেত্ৰত বহুত লাভ উঠাইছে আৰু বহুতো স্থানৰ গঠন কৰিছে যিবিলাক আমি আজি জানো,10.5,499,train,fleurs_as_in_48
fleurs,asm,Assamese,"""কেনিয়াৰ নাইৰোবিত অৱস্থিত আমেৰিকা যুক্তৰাষ্ট্ৰৰ ৰাষ্ট্ৰদূতৰ কাৰ্যালয়টোৱে সাবধানবাণী ঘোষণা কৰি কয় যে ""ছোমালিয়াৰ উগ্ৰপন্থী""""য়ে কেনিয়া আৰু ইথিঅ'পিয়াত আত্মঘাতী বোমাৰু প্ৰেৰণ কৰাৰ পৰিকল্পনা কৰিছে।  """,17.46,123,train,fleurs_as_in_49
fleurs,asm,Assamese,ডিউটি ফ্রি শ্বপিং হৈছে কিছু নির্দিষ্ট স্থানত কৰ আৰু ৰাজহমুক্ত সামগ্রী কিনাৰ সুবিধা,9.18,1407,train,fleurs_as_in_50
fleurs,asm,Assamese,উত্তৰৰ শ্ব'ৰ বেচ্চবোৰ উত্তৰ হাৰ্বৰ জিলা প্ৰশান্ত মহাসাগৰত আছে আৰু দক্ষিণত উত্তৰৰ পৰা ডেভ'নপ'ৰ্টত লং বে'ৰ পৰা প্ৰসাৰিত হৈ আছে।,14.52,1216,train,fleurs_as_in_51
fleurs,asm,Assamese,পৰস্পৰিক যোগাযোগৰ নক্সাত এটা প্ৰ'জেক্টৰ উপাদানসমূহৰ প্ৰতিটোৰে লগত পৰস্পৰ সংযোগ হৈ থাকে কিন্তু পৃথক হিচাপেও অনুভৱ কৰায়,10.68,454,train,fleurs_as_in_52
fleurs,asm,Assamese,বিদেশত গৈ লিঙ্গ পৰিৱর্তন কৰাৰ কথা ভবা নাবিকসকলে উভতনি যাত্রাৰ বাবে তেওঁলোকৰ মান্য নথিপত্র লগত অনাটো সুনিশ্চিত কৰিব লাগে,9.0,1173,train,fleurs_as_in_53
fleurs,asm,Assamese,"""সেই গুহাটো,যিটোৱে সময়ৰ প্ৰকোপৰ পৰা বাছি গৈছিল মহম্মদৰ আধ্যাত্মিক আগ্ৰহৰ অতি স্পষ্ট ছবি দাঙি ধৰে।""""",11.28,1449,train,fleurs_as_in_54
fleurs,asm,Assamese,"""যেতিয়া আপুনি ভ্ৰমণ কৰে সকলোবোৰ ""ঘৰৰ নিচিনা"" হব বুলি আশা নকৰিব । শিষ্টাচাৰ আইন খাদ্য যাতায়ত আবাস মান ভাষা ইত্যাদি কিছু পৰিমাণে হ'লেও আপোনাৰ থকা স্থানতকৈ সলনি হ'ব।""""",27.24,820,train,fleurs_as_in_55
fleurs,asm,Assamese,ৰেডিঅ'এক্টিভ ফছফৰাছ ব্যৱহাৰ কৰি বীজাণুটোত থকা ডিএনএ মাৰ্কিং কৰি অথবা ৰেডিঅ'এক্টিভ ছালফাৰ ব্যৱহাৰ কৰি প্ৰটিন মাৰ্কিং কৰি দুইধৰণে সম্পৰীক্ষা কৰিছিল,13.8,1253,train,fleurs_as_in_56
fleurs,asm,Assamese,কূটনৈতিকসকলে কৈছিল যে আফগান সংবিধানত তেওঁলোকে যথেষ্ট অস্পষ্টতা পাইছিল যিবোৰ চলি থকাটো অপ্ৰয়োজনীয়,8.52,93,train,fleurs_as_in_57
fleurs,asm,Assamese,এটা ক্ষেত্ৰত উত্তৰৰ নতুন মেক্সিকোৰ বিশেষ কিছুমান সমস্যা আছে যেনে সুৰাসক্ত হৈ গাড়ী চলোৱা আৰু সুৰামত্ত চালকৰ মনোযোগ সৰু-নগৰৰ মদিৰাশালাৰ ওচৰে-পাজৰে থাকে,14.04,843,train,fleurs_as_in_58
fleurs,asm,Assamese,ন নম্বৰ কক্ষত কেটৰিনা ধুমুহাৰ ফলত 20 ফুট ওখলৈকে বানপানী হৈছিল আৰু এতিয়া ওচৰত থকা সেতুখন তল যোৱাৰ পিছত কঁকালৰ সমান পানীত বুৰ যাই আছে,20.52,1471,train,fleurs_as_in_59
fleurs,asm,Assamese,মধ্যস্থ লোকসকলে পৰিস্থিতি শুদ্ধ কৰিবৰ চেষ্টা কৰিছিল কিন্তু বন্দীসকলৰ দাবীবোৰ স্পষ্ট নাছিল,8.88,1174,train,fleurs_as_in_60
fleurs,asm,Assamese,প্রাণীৰ দেহ বহুতো কোষেৰে গঠন হয় প্রাণীয়ে আহাৰ খাব পাৰে আৰু সেইবোৰ দেহৰ ভিতৰতে হজম কৰিব পাৰে সৰহভাগ প্রাণীয়ে লৰচৰ কৰিব পাৰে,15.3,593,train,fleurs_as_in_61
fleurs,asm,Assamese,এক নিয়মিত ফায়াৰ-কমাণ্ড ছিষ্টেম টেষ্টৰ পাছত এক বিজুলীৰ বিফলতাৰ কাৰণে ফৰ্ট গ্ৰীলি পাম্প ষ্টেছন 9 ৰ ওচৰত মুক্ত ভাল্ভ আৰু কেঁচা তেল পৰি গৈছিল৷,21.72,100,train,fleurs_as_in_62
fleurs,asm,Assamese,শনিবাৰে ৰাতি 1:15 বজাত প্ৰত্যৰ্শদৰ্শীৰ মতে বাছখন সেউজীয়া সংকেটৰ অৱস্থাত গৈ আছিলে যেতিয়া মটৰগাড়ী খনে সন্মুখত এটা পাক মাৰিছিল,14.1,188,train,fleurs_as_in_63
fleurs,asm,Assamese,এনে স্থানবিলাকত উপলব্ধ হাই-এণ্ড ব্ৰেণ্ড-নাম ফ্ৰেমসমূহত দুটা সমস্যা আছে কিছুমান কাৰ্য নকৰিব পাৰে আৰু প্ৰকৃত আমদানিকৃত এটা বস্তু নিজৰ স্থানতকৈ অধিক ব্যয়বহুল হ'ব পাৰে,15.54,807,train,fleurs_as_in_64
fleurs,asm,Assamese,সংস্কৃত এটা অত্যন্ত জটিল তথা সমৃদ্ধ ভাষা যিটো বহুতো আধুনিক ভাৰতীয় ভাষাৰ উৎস হিচাপে স্বীকৃত যেনেকৈ লেটিন ফৰাছী আৰু স্পেনিছৰ নিচিনা ইউৰোপীয় ভাষাৰ উৎস হিচাপে স্বীকৃত,15.12,392,train,fleurs_as_in_65
fleurs,asm,Assamese,আমি যিমানদূৰ গম পাওঁ এটাই মাত্ৰ গ্ৰহ আছে যিয়ে টাইটানতকৈ বেছি গতিশীলতা প্ৰদৰ্শন কৰে আৰু ইয়াৰ নাম হ'ল পৃথিৱী ষ্টোফানে কৈছিল,8.76,239,train,fleurs_as_in_66
fleurs,asm,Assamese,অনুশীলনৰ সময়ত লেঞ্জ মটৰচাইকেলৰ পৰা পৰি গৈছিল আৰু তাৰ পিছত তেওঁক সমনীয়া ৰেছাৰ জাভিয়াৰ জায়তে খুন্দা মাৰিছিল,11.82,339,train,fleurs_as_in_67
fleurs,asm,Assamese,"""কিন্তু ৰ'য়েল নেভী তেতিয়াও জাৰ্মান নেভী ""ক্ৰিয়েগমেৰিন"" তকৈও বহুত শক্তিশালী আছিল আৰু ইংলিছ চেনেলৰ চাৰিওফালে পঠিওৱা যিকোনো অনুপ্ৰৱেশক ধ্বংস কৰিব পাৰিলেহেতে।""""",18.6,395,train,fleurs_as_in_68
fleurs,asm,Assamese,বিৰোধ প্ৰদৰ্শন পেৰিছ বুলগেৰীয়াৰ চফীয়া লিথুৱানীয়াৰ ভিনীয়াছ মালটাৰ ভেলেটা এষ্টনীয়াৰ টেলিন তথা স্কটলেণ্ডৰ এডিনবোৰো আৰু গ্লাছগোতও হৈছিল,14.22,283,train,fleurs_as_in_69
fleurs,asm,Assamese,সাধাৰণতে ছিংগাপুৰ এখন খুব সুৰক্ষিত ঠাই তাত থাকিবলৈ আৰু ইফাল সিফাল ঘুৰিবলৈ খুব সহজ আৰু তাত উপস্থিত হোৱাৰ পিছত আপুনি প্ৰায় যিকোনো বস্তু ক্ৰয় কৰিব পাৰে,13.86,1367,train,fleurs_as_in_70
fleurs,asm,Assamese,যদি আপুনি জীৱিত বস্তু অনুবীক্ষণৰ তলত ৰাখি চাই আপুনি দেখিব আটাইবোৰ কিছুমান সৰু সৰু বৰ্গ বা বিত্তৰে নিৰ্মিত,10.26,598,train,fleurs_as_in_71
fleurs,asm,Assamese,মহান পিৰামিডৰ নিৰ্মান কৰা হৈছিল শাসক খুফুক সন্মান দিবলৈ আৰু বহুতো সৰু পিৰামিড সমাধিক্ষেত্ৰ আৰু মন্দিৰ বনোৱা হৈছিল খুফুৰ পত্নী আৰু পৰিয়ালৰ সদস্যবিলাকৰ কাৰণে,13.56,1105,train,fleurs_as_in_72
fleurs,asm,Assamese,"""""""চিচিটিভিটোৱে নিশ্চিতভাৱে জন্তুবোৰৰ সৈতে কাম কৰি থকা লোকসকললৈ এটা শক্তিশালী ছিগনেল পঠিয়াব যে তেওঁলোকৰ কল্যাণ সাধন কৰাটোৱে হৈছে সৰ্বোচ্চ প্ৰাথমিকতা।""""",15.12,289,train,fleurs_as_in_73
fleurs,asm,Assamese,বহুতো কাৰণৰ বাবে সিহঁত ৱেব প্ৰতিনিধিতকৈ শ্ৰেষ্ঠ; যেনে সেইটোৱে কেৱল httpৰ নহয় বৰঞ্চ ইণ্টাৰনেটৰ সমস্ত যাতায়তৰ পুনঃমাৰ্গ কৰে।,13.44,907,train,fleurs_as_in_74
fleurs,asm,Assamese,"""টমি ড্ৰিমাৰে কৈছিল ""লুনা আছিল প্ৰথম কুইন অফ এক্সট্ৰিম। মোৰ প্ৰথম প্ৰবন্ধক লুনাৰ দুটা পক্ষৰ ৰাতি মৃত্যু হৈছিল। সকলোৱে তাইক ভাল পাইছিল। এগৰাকী শক্তিশালী মহিলা।""""",18.84,1264,train,fleurs_as_in_75
fleurs,asm,Assamese,শতিকা জুৰি মানুহে পাহাৰৰ শৃংগৰ ওপৰত সমুদ্ৰপৃষ্ঠৰ কাষৰ খহটা ঠিয় অংশত সাৱধানে ছাদ সাজি আহিছে,8.52,969,train,fleurs_as_in_76
fleurs,asm,Assamese,সমস্যটো হ'ল যে বৰফবোৰ বিজলুৱা গতিকে তললৈ নামিবৰ বাবে ফৰিঙাৰ প্ৰয়োজন কিছুমান বৰফ তললৈ নামি আহি বাকী থকা পথছোৱাৰ বাবে ফৰিঙাৰ কাম কৰিব পাৰে,15.18,901,train,fleurs_as_in_77
fleurs,asm,Assamese,জুইৰ পিছত দুৰ্গটো সংৰক্ষণ তথা নিৰাপদে ৰাখা হৈছিল যিটো ভুটানৰ এটা অন্যতম আকৰ্ষণ ৰূপে বাছি আছে,10.98,440,train,fleurs_as_in_78
fleurs,asm,Assamese,উচ্চ মধ্যযুগৰ আগে আগে আহিছিল প্রাৰম্ভিক মধ্যযুগ আৰু তাৰ পিছত আহিছিল শেষ মধ্যযুগ যাৰ অন্ত পৰিছিল প্রায় 1500 চনত,22.44,1109,train,fleurs_as_in_79
fleurs,asm,Assamese,মুঠতে আমি সকলোৱে বিস্মিত হৈ পৰিলোঁ মাকে ক'লে,7.8,235,train,fleurs_as_in_80
fleurs,asm,Assamese,আপুনি বাস কৰা সমূদায়ৰ পৰা স্থানীয় নম্বৰ এটা প্ৰাপ্ত কৰাৰো আপোনাৰ প্ৰয়োজন নাই ; আপুনি আলাস্কাৰ ছিকেনৰ পৰা এটা ছেটেলাইট িন্টাৰনেট সংযোগ প্ৰাপ্ত কৰিব পাৰে আৰু আৰু আপুনি এৰিজ’নাৰ বুলি দাবী কৰা এটা নম্বৰ নিৰ্বাচন কৰিব পাৰে।,21.18,913,train,fleurs_as_in_81
fleurs,asm,Assamese,আকৌ প্ৰশান্ত মহাসগৰীয় চুনামিৰ সকীয়নি কেন্দ্ৰই কৈছিল যে কোনোধৰণৰ চুনামিৰ সংকেত নাছিল,9.3,1294,train,fleurs_as_in_82
fleurs,asm,Assamese,একুৱেডৰত এইটো প্ৰয়োজনীয় যে কিউবাৰ নাগৰিকসকলে ইকুৱেডৰত বিমানেৰে নাইবা সন্মুখৰ প্ৰৱেশ দ্বাৰেৰে প্ৰৱেশ কৰাৰ আগতে যেন এখন প্ৰৱেশ নিমন্ত্ৰণ পত্ৰ গ্ৰহণ কৰে,14.88,699,train,fleurs_as_in_83
fleurs,asm,Assamese,ইয়াৰ বাকী থকা অংশই দ্বীপটোৰ বেছিভাগ অংশত বৰষুণৰ সৃষ্টি কৰিছে যদিও এতিয়ালৈকে কোনো ক্ষয় ক্ষতি বা বানপানী হোৱাৰ বাতৰি অহা নাই,11.94,202,train,fleurs_as_in_84
